Country,City,AccentCity,Region,Population,Latitude,Longitude
ir,ramzeyeh-ye yek,Ramzeyeh-ye Yek,15,,31.2534,48.4366
ir,salehabad,Salehabad,36,,35.9994,48.4241
ir,sarbir,Sarbir,11,,26.366667,58.033333
ir,sardehat ja`far,Sardehat Ja`far,36,,36.9649,48.0357
ir,seku mahalleh,Seku Mahalleh,15,,32.716667,48.5
ir,shah kandi,Shah Kandi,09,,34.64973,48.79507
ir,shambrakan,Shambrakan,05,,30.625567,50.725715
ir,sharafabad,Sharafabad,05,,30.682852,51.552946
ir,shekarkash mahalleh,Shekarkash Mahalleh,08,,37.09522,50.2575
ir,takab,Takab,15,,32.739997,48.283737
it,borgomale,Borgomale,12,,44.616667,8.133333
it,bovisa,Bovisa,09,,45.5,9.15
it,castellar,Castellar,12,,44.916667,8.966667
jm,cambridge,Cambridge,15,,18.4333333,-77.6
jo,mote,Mote,09,,31.0925,35.694444
jp,akagawa,Akagawa,12,,42.07,139.455
jp,hikimoto,Hikimoto,23,,34.1,136.233333
jp,kakazi,Kakazi,30,,33.666667,131.516667
jp,kami-kanagawa,Kami-kanagawa,46,,35.683333,138.683333
jp,kataoka,Kataoka,35,,35.05,135.933333
jp,katsura,Katsura,22,,34.983333,135.7
jp,kawara,Kawara,18,,30.333333,130.383333
jp,mukai-awagasaki,Mukai-awagasaki,15,,36.633333,136.633333
jp,obatake,Obatake,11,,34.7,133.25
jp,osame,Osame,03,,40.966667,141.373333
jp,oura,Oura,21,,32.516667,130.366667
jp,yunogo,Yunogo,31,,34.983333,134.133333
kh,kanchung,Kanchung,03,,11.9833333,104.7666667
kh,khum thma edth,Khum Thma Edth,03,,11.9666667,104.6666667
kh,krieng,Krieng,09,,12.6333333,105.9833333
kh,phumi krang kor,Phumi Krang Kor,19,,11.4333333,104.8666667
kh,phumi svay phaem,Phumi Svay Phaem,06,,10.75,104.5166667
kh,trapeang reang,Trapeang Reang,08,,11.2,103.7666667
kp,chongjadong,Chongjadong,06,,38.0088889,126.2588889
kp,hwajonni,Hwajonni,13,,41.4591667,128.2313889
kp,morori,Morori,01,,40.5416667,125.6416667
kp,saemaul,Saemaul,03,,39.7833333,127.4
kp,saetomaul,Saetomaul,06,,37.9641667,126.1925
kp,somunsi,Somunsi,11,,39.7111111,124.6663889
kp,taikayodo,Taikayodo,03,,41.075,128.9047222
kp,takkol,Takkol,07,,38.5219444,126.1538889
kp,tangchon,Tangchon,06,,38.3688889,125.0927778
kp,unjong,Unjong,14,,38.8383333,125.4111111
kp,wolpyongdong,Wolpyongdong,01,,40.8636111,126.0211111
kp,yanghari,Yanghari,03,,39.4519444,127.3533333
kp,yangsandong,Yangsandong,06,,38.2875,125.2075
kp,yokchidong,Yokchidong,11,,40.2733333,125.2752778
kr,andongni,Andongni,05,,37.0353,128.3161
kr,chonwolli,Chonwolli,03,,35.504167,126.793611
kr,gessho,Gessho,16,,34.581389,126.920556
kr,hambakkol,Hambakkol,20,,35.124799,128.452157
kr,hangyangtcheng,Hangyangtcheng,11,,37.5985,126.9783
kr,hasimdong,Hasimdong,17,,36.166667,126.65
kr,kombawi,Kombawi,12,,37.566111,126.675278
kr,majae,Majae,17,,36.3962,126.8927
kr,myongjuri,Myongjuri,16,,34.558611,126.856944
kr,naesadong,Naesadong,06,,37.77884,128.19417
kr,paenamukol,Paenamukol,17,,36.6484,126.8035
kr,taegok,Taegok,06,,37.201491,128.056638
kz,kondrat'yevo,Kondrat'yevo,15,,49.65,83.766667
kz,zamorenov,Zamorenov,07,,51.466667,51.483333
la,ban lamphen,Ban Lamphén,06,,20.025556,100.607222
la,ban samsao noy,Ban Samsao Noy,14,,18.75,103.3
la,same din,Same Din,03,,20.583333,104.1
lb,haret et tahta,Hâret et Tahta,03,,34.1833333,35.9
lk,bayagama,Bayagama,32,,7.7,80.2666667
lk,imiyangoda ihala,Imiyangoda Ihala,32,,7.6,80.25
lk,opata,Opata,34,,6.1,80.2
lr,gohnsua,Gohnsua,05,,7.7758333,-10.1786111
lt,milkunai,Milkunai,60,,55.1833333,26.4333333
lt,podvorishki,Podvorishki,56,,54.4333333,24.1333333
lv,duci,Duci,18,,57.3405556,24.4433333
lv,goveiki,Goveiki,19,,56.4166667,27.6666667
lv,jaungulbenes,Jaungulbenes,09,,57.0666667,26.6
lv,mazbrenguli,Mazbrenguli,31,,57.5166667,25.1333333
lv,sturi,Sturi,27,,56.6,22.75
ma,afauzouart,Afauzouart,55,,30.46,-9.5
ma,ait ali ou youssef,Aït Ali Ou Youssef,56,,32.104818,-6.186068
ma,ait arbi,Aït Arbi,58,,34.96,-4.53
ma,ait arfa,Aït Arfa,56,,32.005265,-6.650892
ma,ait ktab oufella,Aït Ktab Oufella,47,,30.885146,-9.099046
ma,amouguer,Amouguer,48,,30.784107,-5.233821
ma,andouz,Andouz,55,,31.018936,-7.81263
ma,daouina,Daouïna,58,,34.456752,-5.252795
ma,el khetarte n'ouzreg,El Khetarte n'Ouzreg,48,,31.228075,-5.211919
ma,imzil,Imzil,55,,30.521623,-8
ma,tarjicht,Tarjicht,53,,29.058273,-9.428775
ma,tioukarine,Tioukarine,55,,30.631695,-7.711785
md,buschi,Buschi,58,,47.7175,29.077778
md,romanesti,Romanesti,61,,46.331111,28.972778
mg,ankiakabe,Ankiakabe,03,,-14.75,48.9333333
mg,mitanonoka,Mitanonoka,04,,-17.7666667,48.9
mg,sahantaha,Sahantaha,01,,-15.05,50.35
mg,tembizoka,Tembizoka,02,,-23.6,47.0166667
mk,dlabocica,Dlabocica,52,,42.1986111,22.2413889
mk,dzepista,Dzepista,21,,41.4427778,20.5327778
ml,riziam,Riziam,07,,14.4833333,-5.9833333
mm,chaungnakwa,Chaungnakwa,13,,16.1655556,97.9675
mm,hwehawn,Hwehawn,11,,21.3666667,97.5
mm,kamahta,Kamahta,05,,17.3333333,97.8666667
mm,laikawng,Laikawng,04,,25.7666667,97.8
mm,loi-mawt,Loi-mawt,11,,23.4,98.1666667
mm,makaukpat,Makaukpat,10,,24.8,94.7833333
mm,natchaung,Natchaung,05,,16.0,98.15
mm,suangphei,Suangphei,02,,23.15,93.8333333
mm,ta-ni-la-le,Ta-ni-la-lè,06,,19.5166667,97.2333333
mm,thedangyi ywa,Thedangyi Ywa,12,,11.55,98.7333333
mn,baatar uan huryee,Baatar Uan Hüryee,21,,49.4166667,102.7
mw,muyala,Muyala,11,,-13.9833333,33.45
mw,zebediya kaunda,Zebediya Kaunda,21,,-11.5,33.7
mx,alonso osorio,Alonso Osorio,20,,16.183333,-95.166667
mx,amatitan,Amatitán,14,9791,20.833333,-103.716667
mx,capulhuac,Capulhuac,15,20517,19.191389,-99.466944
mx,casitas,Casitas,30,,20.25,-96.783333
mx,el botadero,El Botadero,18,,21.75,-105.266667
mx,el coacoyul,El Coacoyul,12,,16.766667,-99.5
mx,el coyul,El Coyul,20,,15.926389,-95.8125
mx,el laberinto,El Laberinto,27,,17.75,-91.3
mx,el limoncito,El Limoncito,15,,18.433333,-100.233333
mx,el lindero,El Lindero,11,,20.95,-101.633333
mx,el sonoreno,El Sonoreño,06,,28.433333,-106.783333
mx,hacienda san jose,Hacienda San José,07,,25.7,-101.716667
mx,la palma leada,La Palma Leada,12,,17.9,-101.733333
mx,la pinuela,La Piñuela,16,,18.736111,-100.994444
mx,la zarza,La Zarza,20,,16.118056,-94.195278
mx,los acosta,Los Acosta,27,,17.945833,-92.9
mx,los alisos,Los Alisos,11,,21.210833,-101.519444
mx,playa lauro villar,Playa Lauro Villar,28,,25.833333,-97.15
mx,polvoron,Polvorón,26,,27.366667,-110.2
mx,providencia de la parrita,Providencia de la Parrita,19,,24.9,-99.283333
mx,rancho el veracruzano,Rancho El Veracruzano,10,,26.65,-104.216667
mx,rancho rosas,Rancho Rosas,06,,28.35,-108.3
mx,rancho san jose de los brazos,Rancho San José de los Brazos,28,,26.816667,-99.366667
mx,rancho virgen,Rancho Virgen,26,,29.083333,-110
mx,ri playas,Rí Playas,30,,17.175,-93.841667
mx,rio del trovador,Río del Trovador,20,,16.55,-95.466667
mx,san esteban,San Esteban,21,,18.45,-97.283333
mx,san juan de amargos,San Juan De Amargos,07,,25.933333,-101.016667
mx,santo domingo,Santo Domingo,03,,25.491111,-111.917222
mx,santo domingo tonaltepec,Santo Domingo Tonaltepec,20,,17.606111,-97.361389
mx,yervanis,Yervanís,10,,24.737778,-103.843056
my,kampong batu sawar,Kampong Batu Sawar,06,,3.49,103.1245
my,kampong long kiput,Kampong Long Kiput,11,,4.016667,114.383333
my,kampong machang,Kampong Machang,03,,6.066667,102.15
my,kampong nangar,Kampong Nangar,11,,2.566667,111.416667
my,kampung menawo ulu,Kampung Menawo Ulu,16,,5.318,116.2017
my,kampung sama,Kampung Sama,06,,4.0345,101.9627
my,kampung sungai karas,Kampung Sungai Karas,01,,2.357,103.039
my,plaman buta,Plaman Buta,11,,1.35,110.1
my,taman perpaduan,Taman Perpaduan,07,,4.6361,101.1517
mz,alcolete,Alcolete,10,,-16.8138889,34.5558333
mz,chicoma,Chicoma,06,,-14.8611111,40.7625
mz,machachan,Machachan,02,,-24.4083333,33.1302778
mz,meteva,Meteva,06,,-14.4705556,40.4286111
na,epoko,Epoko,36,,-17.4666667,15.2
na,okahwa,Okahwa,32,,-18.7333333,13.8833333
na,tamsu,Tamsu,34,,-18.5833333,20.5666667
ne,dibilo,Dibilo,05,,14.2,0.7833333
ne,ouinditene,Ouinditéne,05,,13.7666667,2.9
ng,ajavwuni ugbevwe,Ajavwuni Ugbevwe,36,,5.878651,5.81072
ng,jauro tuku,Jauro Tuku,55,,10.067848,11.203937
ng,jegan maunde,Jegan Maunde,27,,9.283333,11.516667
ng,maidontoro tsofo,Maidontoro Tsofo,49,,9.716667,9.066667
ng,ndiavu,Ndiavu,45,,5.529419,7.752538
ng,rafin baura,Rafin Baura,40,,12.1,4.233333
ng,rikaka,Rikaka,51,,13.207485,5.667091
ng,sufa,Sufa,46,,12.1533,10.4289
ng,yaza,Yaza,35,,10.294981,13.257877
ng,zhirangwa,Zhirangwa,27,,10.436328,12.266269
ng,zideyeregbene,Zideyeregbene,36,,5.063034,5.764124
ni,el coquital,El Coquital,04,,11.9333333,-85.2
nl,overlangel,Overlangel,06,,51.776131,5.673488
nl,peelsehuis,Peelsehuis,06,,51.622605,5.666831
nl,vorenseinde,Vorenseinde,06,,51.533333,4.583333
no,bentsjord,Bentsjord,18,,69.533333,18.633333
no,bergby,Bergby,05,,70.15,28.916667
no,bo,Bø,20,,59.366667,10.283333
no,hareton,Hareton,01,,59.966667,11.5
no,hauskje,Hauskje,14,,59.216667,6.133333
no,mo,Mo,14,,59.483333,6.3
no,nore,Nore,04,,60.166667,9.016667
no,ristveit,Ristveit,04,,59.866667,9.833333
no,stordalsbugen,Størdalsbugen,16,,63.566667,9.783333
om,as samidah,As Samidah,02,,24.015,56.7527778
om,sur al `abri,Sur al `Abri,02,,24.6566667,56.5152778
pe,antashallalle,Antashallalle,08,,-14.6202778,-71.8877778
pe,cachipujo,Cachipujo,04,,-15.6033333,-71.0658333
pe,cauta,Cauta,04,,-15.5380556,-71.7955556
pe,chaclaya,Chaclaya,18,,-16.1666667,-70.55
pe,cruzcag,Cruzcag,10,,-10.3491667,-76.175
pe,hacienda casa blanca,Hacienda Casa Blanca,02,,-9.5,-78.1333333
pe,hacienda pabur,Hacienda Pabur,20,,-5.2197222,-80.0283333
pe,la palma hacienda,La Palma Hacienda,15,,-12.1166667,-77.0166667
pe,morullo,Morullo,21,,-17.15,-69.6166667
pe,ocona,Ocoña,04,,-16.4330556,-73.1077778
pe,san cristobal,San Cristóbal,10,,-10.2888889,-76.1919444
pe,sisiccaya,Sisiccaya,11,,-13.2,-75.75
pg,badilu,Badilu,12,,-4.8,146.2
pg,karum 2,Karum 2,08,,-6.3333333,145.1666667
pg,kokun,Kokun,12,,-4.3166667,144.6333333
pg,murupukio,Murupukio,06,,-7.6,143.2333333
ph,anibong,Anibong,33,,14.2149,121.4662
ph,bantolan,Bantolan,49,,10.787161,119.587405
ph,botong,Botong,11,,9.72256,124.212958
ph,katongkolan,Katongkolan,21,,10.7035,123.8079
ph,lambac,Lambac,33,,14.2569,121.4572
ph,lombayan,Lombayan,30,,10.6019,122.046
ph,ma-alan,Ma-alan,18,,11.35,122.883333
ph,manaois,Manaois,63,,15.6781,120.6004
ph,mocpoc norte,Mocpoc Norte,11,,9.883333,123.8
ph,munguia proper,Munguia Proper,48,,16.2971,121.1564
ph,oyungan,Oyungan,30,,10.625,122.1868
ph,san roque,San Roque,67,8637,12.533333,124.866667
ph,santa nino,Santa Niño,28,,17.9585,120.7145
ph,sominabang,Sominabang,16,,13.5223,122.9851
ph,tanawan,Tanawan,G8,,15.4017,121.3832
ph,tigbauan-maasin,Tigbauan-Maasin,30,,10.9197,122.4806
pk,al-flah town,Al-Flah Town,05,,24.8737,67.1635
pk,al-nur town,Al-Nur Town,04,,31.4762,74.3625
pk,badiana khurd,Badiana Khurd,04,,32.381462,74.6228
pk,badoke,Badoke,04,,32.266667,74.133333
pk,basto bagley adel khan,Basto Bagley Adel Khan,04,,29.365779,71.086617
pk,baware nau,Baware Nau,04,,32.121188,73.619848
pk,dansai jo,Dansai Jo,02,,27.253188,66.58141
pk,dhok kufri,Dhok Kufri,04,,32.927387,72.334282
pk,faqiran,Faqiran,02,,30.573992,66.641243
pk,firoz kirio,Firoz Kirio,05,,26.12071,68.501826
pk,gaufgarh,Gaufgarh,04,,31.139443,72.651883
pk,goth haji shahdad khushk,Goth Haji Shahdad Khushk,05,,24.552889,67.951628
pk,goth iqbal memon,Goth Iqbal Memon,05,,26.872022,68.371149
pk,goth kativar,Goth Kativar,05,,24.893837,68.049333
pk,gujarke,Gujarke,04,,32.187504,73.455955
pk,hafizabad,Hafizabad,05,,27.869444,68.419444
pk,imamwali,Imamwali,04,,31.537373,70.961926
pk,kachchi kothi,Kachchi Kothi,04,,31.313889,72.923611
pk,kamand rial,Kamand Rial,04,,33.352188,73.298559
pk,khadang,Khadang,03,,34.539048,72.812872
pk,kormal,Kormal,03,,34.930182,72.533297
pk,kriplian,Kriplian,03,,34.290278,72.848333
pk,makaure da wahan,Makaure da Wahan,04,,28.672222,70.214168
pk,mamiam,Mamiam,04,,33.510432,73.502667
pk,mulla katyar,Mulla Katyar,05,,25.113501,68.364715
pk,nawi lali,Nawi Lali,05,,27.982468,68.666921
pk,nola mela,Nola Mela,03,,32.95,71.15
pk,pathai,Pathai,04,,32.495748,74.638372
pk,qadiwind,Qadiwind,04,,31.168333,74.481389
pk,ribatdeh,Ribatdeh,03,,36.223536,71.709809
pk,salem khan jatoi,Salem Khan Jatoi,04,,28.743112,70.397122
pk,sarangpur,Sarangpur,04,,32.320997,74.682243
pk,sodawal,Sodawal,02,,29.482936,66.533716
pk,taralai,Taralai,03,,34.502976,72.713994
pk,wari,Wari,05,,26.891045,67.772507
pl,alt proberg,Alt Proberg,85,,53.829783,21.369387
pl,brzostow,Brzostow,86,,51.964954,17.430097
pl,dabrowa rzeczycka,Dabrowa Rzeczycka,80,,50.656578,22.0443
pl,drawsko kreuz,Drawsko Kreuz,86,,52.853788,16.030228
pl,giecz,Giecz,86,,52.320284,17.37095
pl,greulich,Greulich,72,,51.360189,15.764806
pl,nowinki,Nowinki,75,,51.735047,22.337006
pl,rabka,Rabka,77,,49.616667,19.95
pl,rumunki orlowo,Rumunki Orlowo,73,,52.766667,19.3
pl,schmolz,Schmolz,72,,51.072615,16.881818
pl,slawa,Slawa,87,,53.779732,15.897946
pt,aves,Aves,17,8506,41.370339,-8.410104
pt,paul de cima,Paul de Cima,14,,38.957757,-9.380862
pt,tojal,Tojal,14,,39.083333,-9.083333
ro,banesti,Banesti,42,5636,45.1,25.766667
ro,buzahaza,Buzahaza,27,,46.6,24.833333
ro,durnesti,Durnesti,07,4144,47.766667,27.1
ro,fundu lui bogdan,Fundu lui Bogdan,04,,46.516667,26.966667
ro,kisseten,Kisseten,36,,45.75,21.733333
ro,lacu baban,Lacu Baban,40,,45.6,26.966667
ro,majdan,Majdan,07,,47.666667,26.833333
ro,poiana marului,Poiana Marului,34,,47.4,26.016667
ro,urcu,Urcu,12,,44.835,21.833611
rs,brezani,Brezani,00,,43.324167,21.339722
rs,brvenik,Brvenik,00,,42.811111,21.426389
rs,donja susaja,Donja Susaja,00,,42.348889,21.689167
rs,kosavc,Kosavc,00,,42.089722,20.702222
rs,novi varos,Novi Varos,00,,43.474444,19.287778
ru,abazinka,Abazinka,43,,52.371111,40.196667
ru,antoshkovo,Antoshkovo,60,,56.983154,28.044173
ru,arapovka,Arapovka,09,,50.516679,36.291054
ru,balabin,Balabin,61,,47.418038,40.905633
ru,bobury,Bobury,69,,55.652199,34.03744
ru,bogatyye ploty,Bogatyye Ploty,43,,52.2047,38.2142
ru,borovskaya,Borovskaya,85,,60.587912,41.427837
ru,bukharevo,Bukharevo,21,,57.556909,42.273752
ru,buolkalakh,Buolkalakh,63,,72.933333,119.833333
ru,chernaya,Chërnaya,25,,53.982356,33.865987
ru,chertushkino,Chertushkino,73,,55.158716,51.016071
ru,farkovo,Farkovo,39,,65.716667,86.966667
ru,feklino,Fëklino,13,,55.5303,62.5169
ru,goloshchapovka,Goloshchapovka,41,,51.8762,37.6731
ru,gozhan,Gozhan,90,,56.524983,55.197102
ru,grobovo,Grobovo,71,,56.821483,59.53978
ru,isavshchino,Isavshchino,62,,53.716667,40.683333
ru,iso paljarvi,Iso Paljärvi,85,,60.983333,36.35
ru,kashino,Kashino,76,,53.929543,38.850109
ru,kazarevo,Kazarevo,69,,55.563611,33.346667
ru,kishkinskaya,Kishkinskaya,88,,57.9084,38.3193
ru,"kolik""yegan","Kolik""yegan",32,,61.722778,79.123056
ru,komlevskaya,Komlevskaya,85,,60.485293,43.056553
ru,kozlanga,Kozlanga,85,,59.3,41.083333
ru,krasnovskoye,Krasnovskoye,39,,56.4273,90.4276
ru,krutoye,Krutoye,56,,52.128106,37.190897
ru,kurovshchino,Kurovshchino,72,,52.895727,42.422968
ru,larina,Larina,40,,56.3599,63.5814
ru,lavyn,Lavyn,60,,58.670289,28.513795
ru,lebyazhye,Lebyazhye,75,,58.4879,82.7014
ru,luch,Luch,62,,54.447421,41.652052
ru,lukhino,Lukhino,52,,57.8073,30.8975
ru,lysmanovo,Lysmanovo,90,,57.976,56.8267
ru,malaya buinka,Malaya Buinka,73,,54.952973,48.238905
ru,mamosovo,Mamosovo,62,,55.064485,40.754622
ru,maslyanovka,Maslyanovka,54,,55.200385,72.659897
ru,molotovskoye,Molotovskoye,70,,45.846038,41.518852
ru,moma,Moma,63,,66.45,143.1
ru,monastyrka,Monastyrka,31,,53.217778,91.758889
ru,munay,Munay,29,,53.2134,86.9009
ru,nizhniy matveyevskiy,Nizhniy Matveyevskiy,61,,49.5868,42.1059
ru,ogarkov,Ogarkov,84,,49.483333,45.733333
ru,orelye,Orelye,52,,58.9,31.7
ru,osintseva,Osintseva,13,,54.916667,60.466667
ru,pentilia,Pentilia,42,,60.347091,28.678761
ru,podskalnoye,Podskalnoye,27,,44.0828,40.9664
ru,pogost dolgiy,Pogost Dolgiy,52,,58.46124,34.89096
ru,polyanskiy,Polyanskiy,81,,53.4443,47.8257
ru,prigorki,Prigorki,77,,57.758729,37.034264
ru,rodniki,Rodniki,90,,58.483585,56.754205
ru,rudenka,Rudenka,25,,54.831648,35.471399
ru,rudnitsa,Rudnitsa,77,,56.484784,34.268454
ru,rutaka,Rutaka,64,,46.714445,142.529389
ru,safronova,Safronova,32,,60.516667,65.316667
ru,sashino,Sashino,85,,59.702724,38.141314
ru,shalava,Shalava,88,,57.338865,39.817663
ru,shuklino,Shuklino,10,,52.761042,33.805808
ru,shumilovka,Shumilovka,42,,59.267471,29.936852
ru,sormovo,Sormovo,16,,55.6239,46.1939
ru,sorokino,Sorokino,69,,54.746293,34.231718
ru,suchki,Suchki,56,,52.798474,35.989271
ru,sukhona,Sukhona,06,,62.4237,40.5835
ru,svetlovo,Svetlovo,23,,54.897796,20.175694
ru,sysoyevka,Sysoyevka,69,,53.8527,33.0811
ru,toroetsukoe,Toroetsukoe,64,,46.920574,142.636883
ru,tretya alekseyevka,Tretya Alekseyevka,56,,52.575376,36.620852
ru,troitskiya ozerki,Troitskiya Ozerki,47,,55.091123,38.944901
ru,tumleyka,Tumleyka,51,,54.8166,42.5546
ru,turayki,Turayki,88,,57.8125,38.212
ru,turdali,Turdali,73,,56.15,52.916667
ru,turgenevo,Turgenevo,47,,55.33928,37.710371
ru,tyngiza,Tyngiza,53,,56.919812,76.719245
ru,ulazy,Ulazy,61,,48.846907,40.728971
ru,uspenska,Uspenska,78,,57.07454,65.063022
ru,voybokala,Voybokala,42,,59.881947,31.830927
ru,yakovlevskoye,Yakovlevskoye,88,,57.436263,39.383855
ru,yesino,Yesino,21,,56.723854,41.032016
ru,zaragat,Zaragat,08,,54.0386,54.6116
ru,zilanovo,Zilanovo,73,,55.416667,53.866667
sa,al-rawshan,Al-Rawshan,11,,20.01904,42.6168
sb,komurarata,Komurarata,08,,-9.4333333,160.2833333
sd,gebbid,Gebbid,33,,11.3833333,26.6333333
sd,korare,Korare,33,,12.9833333,23.4166667
se,ekeby,Ekeby,27,,56,12.966667
se,fansen,Fansen,03,,61.116667,16.233333
se,granberg,Granberg,10,,60.5,13.45
se,hermanstorp,Hermanstorp,06,,56.966667,12.583333
se,humlegardsstrand,Humlegårdsstrand,03,,61.35,17.166667
se,kvarnehagen,Kvarnehagen,28,,58.1,11.566667
se,salto,Saltö,28,,58.866667,11.116667
se,vahavaara,Vähävaara,14,,66.916667,21.9
si,brezovica pri gradinu,Brezovica pri Gradinu,04,,45.4511111,13.855
sk,novy svet,Nový Svet,04,,48.1,18.15
sk,svaty dur,Svaty dur,08,,48.95,18.85
sk,tura luka,Turá Lúka,06,,48.75,17.5333333
sl,allen town,Allen Town,04,,8.4136111,-13.1602778
sl,tefee,Tefee,01,,8.7,-11.2166667
sn,kolobane,Kolobane,07,,14.8191667,-17.0433333
sn,ndioubene galo,Ndioubène Galo,10,,13.9,-16.0
sn,nionaga,Nionaga,05,,12.4166667,-11.7166667
so,boosaaso,Boosaaso,03,,11.2847222,49.1825
so,ganbar,Ganbar,14,,1.45,43.9833333
so,marca,Marca,14,,1.7166667,44.8833333
st,germinia antonia,Germinia Antónia,01,,1.6333333,7.3833333
sv,ingeniero san andres,Ingeniero San Andrés,05,,13.8183333,-89.4044444
sy,ain daqne,Aïn Daqné,09,,36.5252778,37.0783333
sy,kawur kuy,Kawur Kuy,12,,35.95,36.25
sy,kharfan,Kharfan,09,,36.5833333,38.1666667
sy,mashat at turn,Mashat at Turn,04,,35.9416667,38.0805556
sy,tall basirah,Tall Basirah,14,,34.9833333,35.8666667
sy,tell el khodor,Tell el Khodor,14,,34.7333333,36.1
td,moundou,Moundou,08,135167,8.5666667,16.0833333
td,retgi,Retgi,04,,12.1,17.0
tg,amedjonokou,Amédjonokou,02,,6.2666667,1.5666667
tg,avedjikpodji,Avédjikpodji,10,,6.1952778,1.17
tg,lama tessi,Lama Tessi,22,,8.8333333,1.0833333
th,amphoe nakhon luang,Amphoe Nakhon Luang,36,,14.462807,100.608315
th,ban ba na ha ro,Ban Ba Na Ha Ro,70,,6.349806,101.272944
th,ban baek,Ban Baek,72,,15.833333,104.1
th,ban huai hua chang,Ban Huai Hua Chang,10,,17.707361,100.318334
th,ban huai po,Ban Huai Po,03,,19.992667,100.528389
th,ban kaeng noi,Ban Kaeng Noi,48,,12.907778,101.885111
th,ban khok chong,Ban Khok Chong,68,,6.586,100.700167
th,ban ko thak nuea,Ban Ko Thak Nuea,68,,6.895695,100.693778
th,ban krabuang,Ban Krabuang,16,,15.9,100.033333
th,ban mae ko luang,Ban Mae Ko Luang,03,,19.483333,99.6
th,ban map hua thing,Ban Map Hua Thing,68,,7.910278,100.289111
th,ban muang chum,Ban Muang Chum,03,,19.904917,99.952695
th,ban na muang thung,Ban Na Muang Thung,73,,17.054695,104.591222
th,ban saba yoi,Ban Saba Yoi,60,,9.183333,99.35
th,ban soi suk san,Ban Soi Suk San,48,,13.221806,102.169333
th,ban talad mai,Ban Talad Mai,35,,14.553,100.32175
th,ban thung sai,Ban Thung Sai,58,,10.533333,99.266667
th,ban wo,Ban Wo,06,,18.390833,99.346111
th,bang phae,Bang Phae,52,29548,13.691568,99.929816
th,king amphoe non din daeng,King Amphoe Non Din Daeng,28,,14.313529,102.748145
tm,esenguly,Esenguly,02,,37.4655556,53.9725
tr,abdicikmaza,Abdiçikmaza,04,,39.413072,43.132358
tr,aratepe,Aratepe,52,,40.684467,37.851923
tr,asagi kayi,Asagi Kayi,82,,40.566667,33.1
tr,bagbasi,Bagbasi,64,,38.746944,29.482222
tr,carikbozdag,Carikbozdag,45,,38.433333,28.65
tr,dokmetepe,Dökmetepe,60,,40.312245,36.291795
tr,durulova,Durulova,44,,38.35421,37.835367
tr,gullu,Güllü,72,,37.250822,40.715768
tr,guzeres,Guzeres,70,,37.324108,43.746803
tr,hacialiler,Hacialiler,43,,39.044444,29.504722
tr,hop,Hop,13,,38.147242,42.370205
tr,kekerli,Kekerli,49,,39.065834,42.347946
tr,kurugol koyu,Kurugöl Köyü,50,,38.433333,34.533333
tr,ortulu,Örtülü,03,,37.902967,29.781803
tr,parcinik,Parçinik,63,,37.418206,38.934371
tr,sorkun,Sorkun,03,,38.444722,30.054167
tr,susuz,Susuz,71,,37.305844,31.942972
tr,yasikaya,Yasikaya,04,,39.643615,43.388898
tr,yulari,Yulari,07,,36.359782,32.227241
tw,luku,Luku,04,,23.7463889,120.7547222
tw,putoukeng,Putoukeng,04,,25.25,121.5166667
tw,tingwutso,Tingwutso,04,,24.0666667,120.4333333
tz,kimu,Kimu,18,,-5.45,38.9666667
tz,magogoni,Magogoni,20,,-5.1666667,39.7833333
tz,mwakinda,Mwakinda,15,,-4.2166667,33.45
ua,beresna,Beresna,02,,51.571605,31.784558
ua,derebchin,Derebchin,23,,48.75559,28.335622
ua,klinki,Klinki,05,,47.290027,38.248897
ua,kommunary,Kommunary,11,,45.547881,34.222914
ua,kudobintse,Kudobintse,22,,49.701545,25.170552
ua,lidykhiv,Lidykhiv,22,,50.012626,25.393697
ua,maryevka,Maryevka,11,,45.114372,36.241136
ua,myslyatin,Myslyatin,09,,50.089091,26.713
ua,novoestoniya,Novoestoniya,11,,45.499596,34.242982
ua,stefanesti,Stefanesti,03,,48.616667,25.65
ua,yuryampol,Yuryampol,22,,48.739881,25.943217
us,allenfarm,Allenfarm,TX,,30.3991667,-96.2436111
us,bartholows,Bartholows,MD,,39.3738889,-77.2322222
us,basking ridge,Basking Ridge,NJ,,40.7061111,-74.5497222
us,belleville,Belleville,IL,40919,38.5200000,-89.9838889
us,bonny kate,Bonny Kate,TN,,35.8833333,-83.8997222
us,cedar mill,Cedar Mill,OR,13975,45.5250000,-122.8097222
us,cobham park,Cobham Park,VA,,38.0583333,-78.2619444
us,coldstream,Coldstream,MD,,39.4130556,-77.3097222
us,colony woods,Colony Woods,GA,,34.0988889,-84.5019444
us,de kalb,De Kalb,MS,,32.7675000,-88.6508333
us,diamond,Diamond,IA,,40.7630556,-92.9655556
us,elmwood,Elmwood,ME,,43.7225000,-70.5672222
us,etter,Etter,TN,,36.5613889,-85.0980556
us,fairbanks,Fairbanks,CA,,38.8658333,-120.6691667
us,fairthorne,Fairthorne,DE,,39.7727778,-75.6036111
us,gettysburg,Gettysburg,OH,,40.1113889,-84.4952778
us,grandview,Grandview,ID,,43.0530556,-112.7875000
us,high point,High Point,MO,,38.4844444,-92.5905556
us,hillsdale,Hillsdale,LA,,30.7444444,-90.6208333
